annee,semestre,carte,anonymat,ue,credit,nom_prenoms,sexe,note,cohorte,filiere
2023-2024,7,C00002,A3FF9DA0,CHE4100,4,Boly Elhadj,M,16.94,2020,LT
2023-2024,7,C00003,ABC9C60B,CHE4100,4,Bogolan Daouda,M,18.38,2020,GC
2023-2024,7,C00004,A8EE60B4,CHE4100,4,Fanta Souleymane,M,9.94,2020,IA
2023-2024,7,C00005,A85189AA,CHE4100,4,CissÃ© Bakary,M,11.73,2020,IS
2023-2024,7,C00006,A91D2843,CHE4100,4,KonÃ© Mahamadou,M,10.22,2020,IA
2023-2024,7,C00007,AA9F594F,CHE4100,4,Oumar Akissi,F,15.83,2020,GL
2023-2024,7,C00008,A401DEEE,CHE4100,4,Sali Habib,M,12.36,2020,IS
2023-2024,7,C00009,ACDAF183,CHE4100,4,Abdou Lassana,M,9.87,2020,GL
2023-2024,7,C00010,A70E7D85,CHE4100,4,Sali Habib,M,17.32,2020,LT
2023-2024,7,C00011,AE365086,CHE4100,4,ZouolÃ© Mohamed,M,18.61,2020,IA
2023-2024,7,C00012,A380692C,CHE4100,4,Fanta Youssouf,M,10.08,2020,LT
2023-2024,7,C00013,AE37589E,CHE4100,4,Sata Zakari,M,10.0,2020,IA
2023-2024,7,C00014,A60F0190,CHE4100,4,Zongo SoumaÃ¯la,M,14.68,2020,LT
2023-2024,7,C00015,A5B47797,CHE4100,4,DiabatÃ© Sada,M,16.39,2020,LT
2023-2024,7,C00016,A70F2AD2,CHE4100,4,Gakou Amadou,M,15.11,2020,GM
2023-2024,7,C00017,AEEEB04B,CHE4100,4,Habib Fousseyni,M,16.48,2020,GM
2023-2024,7,C00018,A6C3801A,CHE4100,4,Kadiatou Mohamed,M,8.62,2020,GL
2023-2024,7,C00019,A50BD6E3,CHE4100,4,Djibril Fanta,F,14.13,2020,IS
2023-2024,7,C00020,AAEC4491,CHE4100,4,SangarÃ© Zara,F,16.6,2020,GL
2023-2024,7,C00021,A6FE1B46,CHE4100,4,Koman DjÃ©nÃ©bou,F,11.41,2020,SRI
2023-2024,7,C00022,ABF2FB4C,CHE4100,4,Moussa AÃ¯da,F,13.33,2020,GM
2023-2024,7,C00023,A7EA1F99,CHE4100,4,Nabintou Alhassane,M,10.81,2020,GE
2023-2024,7,C00024,A2DE2D1D,CHE4100,4,Guindo Yacouba,M,7.49,2020,IA
2023-2024,7,C00025,A0EF4762,CHE4100,4,Alou Tidjani,M,15.69,2020,LT
2023-2024,7,C00026,ADF1CAE2,CHE4100,4,Sissoko Lassana,M,11.99,2020,GE
2023-2024,7,C00027,A70BA1A8,CHE4100,4,Gakou Fatou,F,17.01,2020,SRI
2023-2024,7,C00028,AA73D0BC,CHE4100,4,SangarÃ© Harouna,M,11.4,2020,IA
2023-2024,7,C00029,A04F26D9,CHE4100,4,Camara Bakary,M,8.55,2020,GC
2023-2024,7,C00030,A60F3C41,CHE4100,4,ZouolÃ© Lassana,M,12.53,2020,GM
2023-2024,7,C00031,A47FD80E,CHE4100,4,BÃ¢ Yasmine,F,9.66,2020,IA
2023-2024,7,C00032,AB58F2E6,CHE4100,4,TourÃ© Tidjani,M,14.17,2020,LT
2023-2024,7,C00033,AB366584,CHE4100,4,Nabintou Rachid,M,15.7,2020,GC
2023-2024,7,C00034,A1464046,CHE4100,4,Bissikolo Bakary,M,12.43,2020,LT
2023-2024,7,C00035,AF62BC19,CHE4100,4,Gano Bakary,M,16.21,2020,IA
2023-2024,7,C00036,A1406D75,CHE4100,4,Souleymane Kassim,M,8.44,2020,GE
2023-2024,7,C00037,AD09F671,CHE4100,4,Nabintou Lassana,M,13.46,2020,GE
2023-2024,7,C00038,AAEA65BD,CHE4100,4,Rahmatou Mohamed,M,18.24,2020,LT
2023-2024,7,C00039,A647F756,CHE4100,4,Bamba Vieux,M,11.25,2020,GM
2023-2024,7,C00040,AAD1EE67,CHE4100,4,Gakou Amadou,M,5.44,2020,IA
2023-2024,7,C00041,A19E10AF,CHE4100,4,Sata DjÃ©nÃ©bou,F,17.22,2020,SRI
2023-2024,7,C00042,ACF07815,CHE4100,4,Zouma Modibo,M,19.13,2020,GL
2023-2024,7,C00043,AEAE102D,CHE4100,4,Hadja Issiaka,M,17.98,2020,LT
2023-2024,7,C00044,AAA19946,CHE4100,4,TraorÃ© Samba,M,10.47,2020,IA
2023-2024,7,C00045,A8551DF9,CHE4100,4,Bamba AÃ¯ssata,F,16.16,2020,SRI
2023-2024,7,C00046,AC02A67A,CHE4100,4,Dabo Modibo,M,17.16,2020,SRI
2023-2024,7,C00047,A021F3D2,CHE4100,4,Camara Brahima,M,15.17,2020,LT
2023-2024,7,C00048,A4158E93,CHE4100,4,Mata AssÃ©tou,F,18.24,2020,IA
2023-2024,7,C00049,A7143D81,CHE4100,4,Aminata Mamane,M,10.08,2020,LT
2023-2024,7,C00050,AD72D5B9,CHE4100,4,Mamadou Younoussa,M,18.45,2020,GM
2023-2024,7,C00051,A617B4B9,CHE4100,4,Barry Ousmane,M,15.6,2020,GC
2023-2024,7,C00052,AC00E273,CHE4100,4,BÃ¢ Vieux,M,13.47,2020,GE
2023-2024,7,C00053,A634A9DF,CHE4100,4,Gassama Kadidia,F,15.29,2020,SRI
2023-2024,7,C00054,ADB5FCCD,CHE4100,4,Yacouba FodÃ©,M,20.0,2020,SRI
2023-2024,7,C00055,AFB830B0,CHE4100,4,Aminata Zara,F,13.79,2020,IS
2023-2024,7,C00056,AE68A552,CHE4100,4,Alassane Mariam,F,14.35,2020,GC
2023-2024,7,C00057,A9665071,CHE4100,4,Nafissa Youssouf,M,11.85,2020,IS
2023-2024,7,C00058,AAA2036D,CHE4100,4,Oumou Modibo,M,8.3,2020,LT
2023-2024,7,C00059,AA26C769,CHE4100,4,Abdoulaye Modibo,M,4.4,2020,GE
2023-2024,7,C00060,A36A9E1B,CHE4100,4,Barry AÃ¯ssatou,F,10.0,2020,GE
2023-2024,7,C00061,A327923C,CHE4100,4,Mata Issa,M,12.91,2020,SRI
2023-2024,7,C00062,A99E7739,CHE4100,4,Nafissa Issiaka,M,11.95,2020,LT
2023-2024,7,C00063,AB85E96A,CHE4100,4,Amadou Zou,F,13.99,2020,SRI
2023-2024,7,C00064,AB1F0A6B,CHE4100,4,Djibril Zakari,M,8.9,2020,IS
2023-2024,7,C00065,A3FA551A,CHE4100,4,Adama Adama,F,18.78,2020,IA
2023-2024,7,C00066,AA4FD54C,CHE4100,4,Cheick Ousmane,M,11.1,2020,GL
2023-2024,7,C00067,A32D4A0E,CHE4100,4,Kouriba Salif,M,8.98,2020,GC
2023-2024,7,C00068,ADA61F79,CHE4100,4,Oumar Issiaka,M,7.73,2020,SRI
2023-2024,7,C00069,A033A2AF,CHE4100,4,AÃ¯cha Sada,M,14.37,2020,GL
2023-2024,7,C00070,A7A4BAF5,CHE4100,4,BerthÃ© Karim,M,16.91,2020,IA
2023-2024,7,C00071,A948C86D,CHE4100,4,Mahamadou Salif,M,10.73,2020,GC
2023-2024,7,C00072,AE6AF9D2,CHE4100,4,Boly Modibo,M,7.79,2020,IA
2023-2024,7,C00073,AE7DC59C,CHE4100,4,Bakary Kadidia,F,16.84,2020,IS
2023-2024,7,C00074,A54CE800,CHE4100,4,BÃ¢ Lassana,M,11.24,2020,SRI
2023-2024,7,C00075,A0FE76F7,CHE4100,4,Sitan Bakary,M,15.68,2020,GM
2023-2024,7,C00076,AEC00A2F,CHE4100,4,Lassana Harouna,M,11.59,2020,GC
2023-2024,7,C00077,A7E8EBB0,CHE4100,4,TourÃ© Modibo,M,13.34,2020,GL
2023-2024,7,C00078,A8F63E9C,CHE4100,4,Zongo Youssouf,M,13.99,2020,GE
2023-2024,7,C00079,A2550C4A,CHE4100,4,Habib Mohamed,M,12.35,2020,SRI
2023-2024,7,C00080,A0C4ED32,CHE4100,4,Berg TiÃ©coura,M,8.85,2020,GM
2023-2024,7,C00081,AD5B16E9,CHE4100,4,Zouma Daouda,M,18.97,2020,LT
2023-2024,7,C00082,AD3D6A74,CHE4100,4,Souleymane Boureima,M,14.63,2020,GE
2023-2024,7,C00083,A7FAC17C,CHE4100,4,Gassama Zouley,F,20.0,2020,GC
2023-2024,7,C00084,AB48E07A,CHE4100,4,WagatÃ© Yacouba,M,9.07,2020,IS
2023-2024,7,C00085,AA0951F7,CHE4100,4,KonatÃ© Sidi,M,9.12,2020,GE
2023-2024,7,C00086,ABBDBA48,CHE4100,4,Bogolan Modibo,M,14.09,2020,LT
2023-2024,7,C00087,A335D828,CHE4100,4,Salimata Halimatou,F,12.22,2020,GM
2023-2024,7,C00088,A8CBF7C5,CHE4100,4,Cheick Zana,F,14.08,2020,IA
2023-2024,7,C00089,A3303502,CHE4100,4,Sacko SoumaÃ¯la,M,15.1,2020,IS
2023-2024,7,C00090,A355CC7B,CHE4100,4,KonatÃ© Ibrahim,M,15.13,2020,GL
2023-2024,7,C00091,AE62BE24,CHE4100,4,Mahamadou Abdou,M,14.48,2020,IS
2023-2024,7,C00092,AD118F08,CHE4100,4,BÃ¢ Daouda,M,14.26,2020,SRI
2023-2024,7,C00093,A35B9304,CHE4100,4,Bakary Oumar,M,16.04,2020,GE
2023-2024,7,C00094,AE40B9DF,CHE4100,4,Fofana Amadou,M,6.62,2020,GM
2023-2024,7,C00095,A618D64C,CHE4100,4,Mata FodÃ©,M,13.54,2020,GL
2023-2024,7,C00096,AA9B122B,CHE4100,4,AÃ¯cha Mariam,F,16.7,2020,GC
2023-2024,7,C00097,A3F9D9EC,CHE4100,4,Abdou Amadou,M,10.93,2020,GL
2023-2024,7,C00098,A8F02DD5,CHE4100,4,Bissikolo Zacharie,M,9.1,2020,IA
2023-2024,7,C00099,A3911BCB,CHE4100,4,Barry Younoussa,M,15.87,2020,GE
2023-2024,7,C00100,A71C0941,CHE4100,4,Tao Nafissa,F,8.58,2020,GE
2023-2024,7,C00001,A4E534B0,PHY4101,2,Salif Oumou,F,12.66,2020,GL
2023-2024,7,C00002,A3FF9DA0,PHY4101,2,Boly Elhadj,M,11.97,2020,LT
2023-2024,7,C00003,ABC9C60B,PHY4101,2,Bogolan Daouda,M,8.3,2020,GC
2023-2024,7,C00004,A8EE60B4,PHY4101,2,Fanta Souleymane,M,13.38,2020,IA
2023-2024,7,C00005,A85189AA,PHY4101,2,CissÃ© Bakary,M,12.31,2020,IS
2023-2024,7,C00006,A91D2843,PHY4101,2,KonÃ© Mahamadou,M,9.24,2020,IA
2023-2024,7,C00007,AA9F594F,PHY4101,2,Oumar Akissi,F,1.57,2020,GL
2023-2024,7,C00008,A401DEEE,PHY4101,2,Sali Habib,M,11.71,2020,IS
2023-2024,7,C00009,ACDAF183,PHY4101,2,Abdou Lassana,M,3.49,2020,GL
2023-2024,7,C00010,A70E7D85,PHY4101,2,Sali Habib,M,8.03,2020,LT
2023-2024,7,C00011,AE365086,PHY4101,2,ZouolÃ© Mohamed,M,9.81,2020,IA
2023-2024,7,C00012,A380692C,PHY4101,2,Fanta Youssouf,M,14.13,2020,LT
2023-2024,7,C00013,AE37589E,PHY4101,2,Sata Zakari,M,8.52,2020,IA
2023-2024,7,C00014,A60F0190,PHY4101,2,Zongo SoumaÃ¯la,M,0.24,2020,LT
2023-2024,7,C00015,A5B47797,PHY4101,2,DiabatÃ© Sada,M,16.71,2020,LT
2023-2024,7,C00016,A70F2AD2,PHY4101,2,Gakou Amadou,M,12.7,2020,GM
2023-2024,7,C00017,AEEEB04B,PHY4101,2,Habib Fousseyni,M,15.05,2020,GM
2023-2024,7,C00018,A6C3801A,PHY4101,2,Kadiatou Mohamed,M,12.34,2020,GL
2023-2024,7,C00019,A50BD6E3,PHY4101,2,Djibril Fanta,F,17.74,2020,IS
2023-2024,7,C00020,AAEC4491,PHY4101,2,SangarÃ© Zara,F,7.31,2020,GL
2023-2024,7,C00021,A6FE1B46,PHY4101,2,Koman DjÃ©nÃ©bou,F,3.15,2020,SRI
2023-2024,7,C00022,ABF2FB4C,PHY4101,2,Moussa AÃ¯da,F,11.34,2020,GM
2023-2024,7,C00023,A7EA1F99,PHY4101,2,Nabintou Alhassane,M,5.68,2020,GE
2023-2024,7,C00024,A2DE2D1D,PHY4101,2,Guindo Yacouba,M,5.51,2020,IA
2023-2024,7,C00025,A0EF4762,PHY4101,2,Alou Tidjani,M,3.05,2020,LT
2023-2024,7,C00026,ADF1CAE2,PHY4101,2,Sissoko Lassana,M,8.59,2020,GE
2023-2024,7,C00027,A70BA1A8,PHY4101,2,Gakou Fatou,F,13.6,2020,SRI
2023-2024,7,C00028,AA73D0BC,PHY4101,2,SangarÃ© Harouna,M,5.26,2020,IA
2023-2024,7,C00029,A04F26D9,PHY4101,2,Camara Bakary,M,3.83,2020,GC
2023-2024,7,C00030,A60F3C41,PHY4101,2,ZouolÃ© Lassana,M,14.37,2020,GM
2023-2024,7,C00031,A47FD80E,PHY4101,2,BÃ¢ Yasmine,F,10.56,2020,IA
2023-2024,7,C00032,AB58F2E6,PHY4101,2,TourÃ© Tidjani,M,14.04,2020,LT
2023-2024,7,C00033,AB366584,PHY4101,2,Nabintou Rachid,M,2.68,2020,GC
2023-2024,7,C00034,A1464046,PHY4101,2,Bissikolo Bakary,M,8.19,2020,LT
2023-2024,7,C00035,AF62BC19,PHY4101,2,Gano Bakary,M,6.28,2020,IA
2023-2024,7,C00036,A1406D75,PHY4101,2,Souleymane Kassim,M,8.41,2020,GE
2023-2024,7,C00037,AD09F671,PHY4101,2,Nabintou Lassana,M,15.09,2020,GE
2023-2024,7,C00038,AAEA65BD,PHY4101,2,Rahmatou Mohamed,M,14.48,2020,LT
2023-2024,7,C00039,A647F756,PHY4101,2,Bamba Vieux,M,6.54,2020,GM
2023-2024,7,C00040,AAD1EE67,PHY4101,2,Gakou Amadou,M,4.85,2020,IA
2023-2024,7,C00041,A19E10AF,PHY4101,2,Sata DjÃ©nÃ©bou,F,4.01,2020,SRI
2023-2024,7,C00042,ACF07815,PHY4101,2,Zouma Modibo,M,7.52,2020,GL
2023-2024,7,C00043,AEAE102D,PHY4101,2,Hadja Issiaka,M,17.08,2020,LT
2023-2024,7,C00044,AAA19946,PHY4101,2,TraorÃ© Samba,M,8.39,2020,IA
2023-2024,7,C00045,A8551DF9,PHY4101,2,Bamba AÃ¯ssata,F,16.03,2020,SRI
2023-2024,7,C00046,AC02A67A,PHY4101,2,Dabo Modibo,M,15.35,2020,SRI
2023-2024,7,C00047,A021F3D2,PHY4101,2,Camara Brahima,M,15.17,2020,LT
2023-2024,7,C00048,A4158E93,PHY4101,2,Mata AssÃ©tou,F,11.9,2020,IA
2023-2024,7,C00049,A7143D81,PHY4101,2,Aminata Mamane,M,4.62,2020,LT
2023-2024,7,C00050,AD72D5B9,PHY4101,2,Mamadou Younoussa,M,8.26,2020,GM
2023-2024,7,C00051,A617B4B9,PHY4101,2,Barry Ousmane,M,11.92,2020,GC
2023-2024,7,C00052,AC00E273,PHY4101,2,BÃ¢ Vieux,M,0.5,2020,GE
2023-2024,7,C00053,A634A9DF,PHY4101,2,Gassama Kadidia,F,13.56,2020,SRI
2023-2024,7,C00054,ADB5FCCD,PHY4101,2,Yacouba FodÃ©,M,10.07,2020,SRI
2023-2024,7,C00055,AFB830B0,PHY4101,2,Aminata Zara,F,7.02,2020,IS
2023-2024,7,C00056,AE68A552,PHY4101,2,Alassane Mariam,F,10.16,2020,GC
2023-2024,7,C00057,A9665071,PHY4101,2,Nafissa Youssouf,M,9.34,2020,IS
2023-2024,7,C00058,AAA2036D,PHY4101,2,Oumou Modibo,M,2.1,2020,LT
2023-2024,7,C00059,AA26C769,PHY4101,2,Abdoulaye Modibo,M,7.29,2020,GE
2023-2024,7,C00060,A36A9E1B,PHY4101,2,Barry AÃ¯ssatou,F,7.74,2020,GE
2023-2024,7,C00061,A327923C,PHY4101,2,Mata Issa,M,1.98,2020,SRI
2023-2024,7,C00062,A99E7739,PHY4101,2,Nafissa Issiaka,M,3.74,2020,LT
2023-2024,7,C00063,AB85E96A,PHY4101,2,Amadou Zou,F,10.65,2020,SRI
2023-2024,7,C00064,AB1F0A6B,PHY4101,2,Djibril Zakari,M,7.83,2020,IS
2023-2024,7,C00065,A3FA551A,PHY4101,2,Adama Adama,F,10.87,2020,IA
2023-2024,7,C00066,AA4FD54C,PHY4101,2,Cheick Ousmane,M,5.89,2020,GL
2023-2024,7,C00067,A32D4A0E,PHY4101,2,Kouriba Salif,M,10.18,2020,GC
2023-2024,7,C00068,ADA61F79,PHY4101,2,Oumar Issiaka,M,2.31,2020,SRI
2023-2024,7,C00069,A033A2AF,PHY4101,2,AÃ¯cha Sada,M,7.86,2020,GL
2023-2024,7,C00070,A7A4BAF5,PHY4101,2,BerthÃ© Karim,M,4.78,2020,IA
2023-2024,7,C00071,A948C86D,PHY4101,2,Mahamadou Salif,M,7.58,2020,GC
2023-2024,7,C00072,AE6AF9D2,PHY4101,2,Boly Modibo,M,2.53,2020,IA
2023-2024,7,C00073,AE7DC59C,PHY4101,2,Bakary Kadidia,F,11.65,2020,IS
2023-2024,7,C00074,A54CE800,PHY4101,2,BÃ¢ Lassana,M,12.61,2020,SRI
2023-2024,7,C00075,A0FE76F7,PHY4101,2,Sitan Bakary,M,6.75,2020,GM
2023-2024,7,C00076,AEC00A2F,PHY4101,2,Lassana Harouna,M,13.18,2020,GC
2023-2024,7,C00077,A7E8EBB0,PHY4101,2,TourÃ© Modibo,M,4.54,2020,GL
2023-2024,7,C00078,A8F63E9C,PHY4101,2,Zongo Youssouf,M,6.95,2020,GE
2023-2024,7,C00079,A2550C4A,PHY4101,2,Habib Mohamed,M,4.65,2020,SRI
2023-2024,7,C00080,A0C4ED32,PHY4101,2,Berg TiÃ©coura,M,8.39,2020,GM
2023-2024,7,C00081,AD5B16E9,PHY4101,2,Zouma Daouda,M,13.69,2020,LT
2023-2024,7,C00082,AD3D6A74,PHY4101,2,Souleymane Boureima,M,14.78,2020,GE
2023-2024,7,C00083,A7FAC17C,PHY4101,2,Gassama Zouley,F,9.34,2020,GC
2023-2024,7,C00084,AB48E07A,PHY4101,2,WagatÃ© Yacouba,M,0.0,2020,IS
2023-2024,7,C00085,AA0951F7,PHY4101,2,KonatÃ© Sidi,M,7.88,2020,GE
2023-2024,7,C00086,ABBDBA48,PHY4101,2,Bogolan Modibo,M,13.4,2020,LT
2023-2024,7,C00087,A335D828,PHY4101,2,Salimata Halimatou,F,6.96,2020,GM
2023-2024,7,C00088,A8CBF7C5,PHY4101,2,Cheick Zana,F,0.55,2020,IA
2023-2024,7,C00089,A3303502,PHY4101,2,Sacko SoumaÃ¯la,M,15.61,2020,IS
2023-2024,7,C00090,A355CC7B,PHY4101,2,KonatÃ© Ibrahim,M,12.91,2020,GL
2023-2024,7,C00091,AE62BE24,PHY4101,2,Mahamadou Abdou,M,6.4,2020,IS
2023-2024,7,C00092,AD118F08,PHY4101,2,BÃ¢ Daouda,M,10.64,2020,SRI
2023-2024,7,C00093,A35B9304,PHY4101,2,Bakary Oumar,M,8.09,2020,GE
2023-2024,7,C00094,AE40B9DF,PHY4101,2,Fofana Amadou,M,8.11,2020,GM
2023-2024,7,C00095,A618D64C,PHY4101,2,Mata FodÃ©,M,8.63,2020,GL
2023-2024,7,C00096,AA9B122B,PHY4101,2,AÃ¯cha Mariam,F,4.35,2020,GC
2023-2024,7,C00097,A3F9D9EC,PHY4101,2,Abdou Amadou,M,10.05,2020,GL
2023-2024,7,C00098,A8F02DD5,PHY4101,2,Bissikolo Zacharie,M,5.6,2020,IA
2023-2024,7,C00099,A3911BCB,PHY4101,2,Barry Younoussa,M,14.27,2020,GE
2023-2024,7,C00100,A71C0941,PHY4101,2,Tao Nafissa,F,11.37,2020,GE
2023-2024,7,C00001,A4E534B0,GEO4102,2,Salif Oumou,F,10.0,2020,GL
2023-2024,7,C00002,A3FF9DA0,GEO4102,2,Boly Elhadj,M,12.79,2020,LT
2023-2024,7,C00003,ABC9C60B,GEO4102,2,Bogolan Daouda,M,13.09,2020,GC
2023-2024,7,C00004,A8EE60B4,GEO4102,2,Fanta Souleymane,M,8.2,2020,IA
2023-2024,7,C00005,A85189AA,GEO4102,2,CissÃ© Bakary,M,11.35,2020,IS
2023-2024,7,C00006,A91D2843,GEO4102,2,KonÃ© Mahamadou,M,12.43,2020,IA
2023-2024,7,C00007,AA9F594F,GEO4102,2,Oumar Akissi,F,9.55,2020,GL
2023-2024,7,C00008,A401DEEE,GEO4102,2,Sali Habib,M,13.63,2020,IS
2023-2024,7,C00009,ACDAF183,GEO4102,2,Abdou Lassana,M,11.58,2020,GL
2023-2024,7,C00010,A70E7D85,GEO4102,2,Sali Habib,M,10.3,2020,LT
2023-2024,7,C00011,AE365086,GEO4102,2,ZouolÃ© Mohamed,M,9.61,2020,IA
2023-2024,7,C00012,A380692C,GEO4102,2,Fanta Youssouf,M,8.24,2020,LT
2023-2024,7,C00013,AE37589E,GEO4102,2,Sata Zakari,M,9.78,2020,IA
2023-2024,7,C00014,A60F0190,GEO4102,2,Zongo SoumaÃ¯la,M,4.72,2020,LT
2023-2024,7,C00015,A5B47797,GEO4102,2,DiabatÃ© Sada,M,13.15,2020,LT
2023-2024,7,C00016,A70F2AD2,GEO4102,2,Gakou Amadou,M,8.4,2020,GM
2023-2024,7,C00017,AEEEB04B,GEO4102,2,Habib Fousseyni,M,12.19,2020,GM
2023-2024,7,C00018,A6C3801A,GEO4102,2,Kadiatou Mohamed,M,6.73,2020,GL
2023-2024,7,C00019,A50BD6E3,GEO4102,2,Djibril Fanta,F,8.82,2020,IS
2023-2024,7,C00020,AAEC4491,GEO4102,2,SangarÃ© Zara,F,13.1,2020,GL
2023-2024,7,C00021,A6FE1B46,GEO4102,2,Koman DjÃ©nÃ©bou,F,8.82,2020,SRI
2023-2024,7,C00022,ABF2FB4C,GEO4102,2,Moussa AÃ¯da,F,11.96,2020,GM
2023-2024,7,C00023,A7EA1F99,GEO4102,2,Nabintou Alhassane,M,6.97,2020,GE
2023-2024,7,C00024,A2DE2D1D,GEO4102,2,Guindo Yacouba,M,6.08,2020,IA
2023-2024,7,C00025,A0EF4762,GEO4102,2,Alou Tidjani,M,6.12,2020,LT
2023-2024,7,C00026,ADF1CAE2,GEO4102,2,Sissoko Lassana,M,7.29,2020,GE
2023-2024,7,C00027,A70BA1A8,GEO4102,2,Gakou Fatou,F,13.0,2020,SRI
2023-2024,7,C00028,AA73D0BC,GEO4102,2,SangarÃ© Harouna,M,8.42,2020,IA
2023-2024,7,C00029,A04F26D9,GEO4102,2,Camara Bakary,M,10.16,2020,GC
2023-2024,7,C00030,A60F3C41,GEO4102,2,ZouolÃ© Lassana,M,15.42,2020,GM
2023-2024,7,C00031,A47FD80E,GEO4102,2,BÃ¢ Yasmine,F,11.48,2020,IA
2023-2024,7,C00032,AB58F2E6,GEO4102,2,TourÃ© Tidjani,M,8.32,2020,LT
2023-2024,7,C00033,AB366584,GEO4102,2,Nabintou Rachid,M,9.13,2020,GC
2023-2024,7,C00034,A1464046,GEO4102,2,Bissikolo Bakary,M,10.05,2020,LT
2023-2024,7,C00035,AF62BC19,GEO4102,2,Gano Bakary,M,7.53,2020,IA
2023-2024,7,C00036,A1406D75,GEO4102,2,Souleymane Kassim,M,10.5,2020,GE
2023-2024,7,C00037,AD09F671,GEO4102,2,Nabintou Lassana,M,14.38,2020,GE
2023-2024,7,C00038,AAEA65BD,GEO4102,2,Rahmatou Mohamed,M,16.03,2020,LT
2023-2024,7,C00039,A647F756,GEO4102,2,Bamba Vieux,M,5.31,2020,GM
2023-2024,7,C00040,AAD1EE67,GEO4102,2,Gakou Amadou,M,7.78,2020,IA
2023-2024,7,C00041,A19E10AF,GEO4102,2,Sata DjÃ©nÃ©bou,F,11.59,2020,SRI
2023-2024,7,C00042,ACF07815,GEO4102,2,Zouma Modibo,M,10.45,2020,GL
2023-2024,7,C00043,AEAE102D,GEO4102,2,Hadja Issiaka,M,13.26,2020,LT
2023-2024,7,C00044,AAA19946,GEO4102,2,TraorÃ© Samba,M,12.27,2020,IA
2023-2024,7,C00045,A8551DF9,GEO4102,2,Bamba AÃ¯ssata,F,10.95,2020,SRI
2023-2024,7,C00046,AC02A67A,GEO4102,2,Dabo Modibo,M,13.73,2020,SRI
2023-2024,7,C00047,A021F3D2,GEO4102,2,Camara Brahima,M,15.98,2020,LT
2023-2024,7,C00048,A4158E93,GEO4102,2,Mata AssÃ©tou,F,13.7,2020,IA
2023-2024,7,C00049,A7143D81,GEO4102,2,Aminata Mamane,M,7.33,2020,LT
2023-2024,7,C00050,AD72D5B9,GEO4102,2,Mamadou Younoussa,M,10.23,2020,GM
2023-2024,7,C00051,A617B4B9,GEO4102,2,Barry Ousmane,M,9.07,2020,GC
2023-2024,7,C00052,AC00E273,GEO4102,2,BÃ¢ Vieux,M,8.33,2020,GE
2023-2024,7,C00053,A634A9DF,GEO4102,2,Gassama Kadidia,F,6.08,2020,SRI
2023-2024,7,C00054,ADB5FCCD,GEO4102,2,Yacouba FodÃ©,M,13.42,2020,SRI
2023-2024,7,C00055,AFB830B0,GEO4102,2,Aminata Zara,F,9.77,2020,IS
2023-2024,7,C00056,AE68A552,GEO4102,2,Alassane Mariam,F,11.14,2020,GC
2023-2024,7,C00057,A9665071,GEO4102,2,Nafissa Youssouf,M,8.32,2020,IS
2023-2024,7,C00058,AAA2036D,GEO4102,2,Oumou Modibo,M,8.15,2020,LT
2023-2024,7,C00059,AA26C769,GEO4102,2,Abdoulaye Modibo,M,10.66,2020,GE
2023-2024,7,C00060,A36A9E1B,GEO4102,2,Barry AÃ¯ssatou,F,8.38,2020,GE
2023-2024,7,C00061,A327923C,GEO4102,2,Mata Issa,M,10.61,2020,SRI
2023-2024,7,C00062,A99E7739,GEO4102,2,Nafissa Issiaka,M,14.31,2020,LT
2023-2024,7,C00063,AB85E96A,GEO4102,2,Amadou Zou,F,14.29,2020,SRI
2023-2024,7,C00064,AB1F0A6B,GEO4102,2,Djibril Zakari,M,4.85,2020,IS
2023-2024,7,C00065,A3FA551A,GEO4102,2,Adama Adama,F,10.01,2020,IA
2023-2024,7,C00066,AA4FD54C,GEO4102,2,Cheick Ousmane,M,10.96,2020,GL
2023-2024,7,C00067,A32D4A0E,GEO4102,2,Kouriba Salif,M,6.17,2020,GC
2023-2024,7,C00068,ADA61F79,GEO4102,2,Oumar Issiaka,M,9.74,2020,SRI
2023-2024,7,C00069,A033A2AF,GEO4102,2,AÃ¯cha Sada,M,9.47,2020,GL
2023-2024,7,C00070,A7A4BAF5,GEO4102,2,BerthÃ© Karim,M,11.51,2020,IA
2023-2024,7,C00071,A948C86D,GEO4102,2,Mahamadou Salif,M,7.72,2020,GC
2023-2024,7,C00072,AE6AF9D2,GEO4102,2,Boly Modibo,M,5.51,2020,IA
2023-2024,7,C00073,AE7DC59C,GEO4102,2,Bakary Kadidia,F,5.01,2020,IS
2023-2024,7,C00074,A54CE800,GEO4102,2,BÃ¢ Lassana,M,15.23,2020,SRI
2023-2024,7,C00075,A0FE76F7,GEO4102,2,Sitan Bakary,M,11.97,2020,GM
2023-2024,7,C00076,AEC00A2F,GEO4102,2,Lassana Harouna,M,11.4,2020,GC
2023-2024,7,C00077,A7E8EBB0,GEO4102,2,TourÃ© Modibo,M,9.86,2020,GL
2023-2024,7,C00078,A8F63E9C,GEO4102,2,Zongo Youssouf,M,2.61,2020,GE
2023-2024,7,C00079,A2550C4A,GEO4102,2,Habib Mohamed,M,6.13,2020,SRI
2023-2024,7,C00080,A0C4ED32,GEO4102,2,Berg TiÃ©coura,M,5.79,2020,GM
2023-2024,7,C00081,AD5B16E9,GEO4102,2,Zouma Daouda,M,9.57,2020,LT
2023-2024,7,C00082,AD3D6A74,GEO4102,2,Souleymane Boureima,M,6.72,2020,GE
