annee,semestre,anonymat,carte,ue,credit,nom_prenoms,sexe,note,cohorte,filiere
2023-2024,5,A59E941E,D00139,PHY3107,3,Kouyaté Mohamed,M,8.83,2021,GC
2023-2024,5,A4995984,D00140,PHY3107,3,Abdou Amadou,M,13.19,2021,GE
2023-2024,5,AF4FC05C,D00141,PHY3107,3,Kéita Abdoulaye,M,9.26,2021,GE
2023-2024,5,A48E8E86,D00142,PHY3107,3,Issa Tidjani,M,6.9,2021,GC
2023-2024,5,A53E2320,D00143,PHY3107,3,Gakou Tiécoura,M,11.35,2021,SRI
2023-2024,5,AE660EA2,D00144,PHY3107,3,Bamba Ousmane,M,7.96,2021,LT
2023-2024,5,AF509BF1,D00145,PHY3107,3,Bâ Mohamed,M,7.08,2021,IS
2023-2024,5,A3617E86,D00146,PHY3107,3,Sylla Mamane,M,8.44,2021,GM
2023-2024,5,ADAE2CC3,D00147,PHY3107,3,Diallo Zacharie,M,5.34,2021,GC
2023-2024,5,ACDA72A0,D00148,PHY3107,3,Amadou Adama,M,5.85,2021,SRI
2023-2024,5,A1736DCC,D00149,PHY3107,3,Adama Daouda,M,12.57,2021,GL
2023-2024,5,A5331002,D00150,PHY3107,3,Amadou Soumaïla,M,8.24,2021,GL
2023-2024,5,AF840F4C,D00001,ANG3108,2,Moussa Abdou,M,11.77,2021,IA
2023-2024,5,AA650CA0,D00002,ANG3108,2,Bouna Bakary,M,10.17,2021,LT
2023-2024,5,AC004C6C,D00003,ANG3108,2,Aminata Bakary,M,4.45,2021,LT
2023-2024,5,A524A0A6,D00004,ANG3108,2,Sissoko Yacouba,M,10.23,2021,IS
2023-2024,5,AA3491EF,D00005,ANG3108,2,Tandja Oumar,M,10.54,2021,IA
2023-2024,5,A552D693,D00006,ANG3108,2,Karim Koudia,F,11.51,2021,GM
2023-2024,5,A7642124,D00007,ANG3108,2,Habib Issa,M,7.91,2021,IA
2023-2024,5,A1B64777,D00008,ANG3108,2,Sidibé Yasmine,F,8.74,2021,GL
2023-2024,5,A5A2A767,D00009,ANG3108,2,Lala Mamadou,M,11.81,2021,IA
2023-2024,5,A4FF27FD,D00010,ANG3108,2,Fofana Mahamadou,M,5.32,2021,GM
2023-2024,5,A729779F,D00011,ANG3108,2,Diarra Lamine,M,6.68,2021,GC
2023-2024,5,A0A66D46,D00012,ANG3108,2,Zouma Salif,M,10.6,2021,LT
2023-2024,5,A8EF20C1,D00013,ANG3108,2,Lala Yacouba,M,10.03,2021,SRI
2023-2024,5,AB09B2BA,D00014,ANG3108,2,Mata Ibrahim,M,9.53,2021,SRI
2023-2024,5,AB76267B,D00015,ANG3108,2,Zacharie Tidjani,M,7.72,2021,GE
2023-2024,5,A34527B3,D00016,ANG3108,2,Diallo Yacouba,M,3.94,2021,SRI
2023-2024,5,A213B266,D00017,ANG3108,2,Yacouba Issa,M,6.67,2021,GM
2023-2024,5,AD3C2E5F,D00018,ANG3108,2,Bogolan Younoussa,M,10.25,2021,LT
2023-2024,5,A6F92D6F,D00019,ANG3108,2,Lala Abdou,M,2.0,2021,GC
2023-2024,5,AB4636C6,D00020,ANG3108,2,Bamba Fousseyni,M,7.81,2021,GC
2023-2024,5,A098A1A9,D00021,ANG3108,2,Berg Daouda,M,5.87,2021,GE
2023-2024,5,A22A96FA,D00022,ANG3108,2,Zouma Youssouf,M,5.59,2021,LT
2023-2024,5,A5E30259,D00023,ANG3108,2,Alassane Lassana,M,8.35,2021,IA
2023-2024,5,AD3F9983,D00024,ANG3108,2,Konaté Assa,F,10.82,2021,SRI
2023-2024,5,A5407A4D,D00025,ANG3108,2,Wagaté Oumar,M,8.64,2021,GE
2023-2024,5,A0E36345,D00026,ANG3108,2,Souleymane Lassana,M,8.06,2021,GE
2023-2024,5,A5C6D043,D00027,ANG3108,2,Lassana Rabi,F,7.77,2021,GL
2023-2024,5,AD701298,D00028,ANG3108,2,Souleymane Mamadou,M,9.79,2021,GM
2023-2024,5,A1DF544C,D00029,ANG3108,2,Gakou Sidi,M,8.77,2021,LT
2023-2024,5,A77D1CA8,D00030,ANG3108,2,Amadou Abdoulaye,M,10.98,2021,GE
2023-2024,5,A5031891,D00031,ANG3108,2,Berg Mahamane,M,13.43,2021,IS
2023-2024,5,A1BB105D,D00032,ANG3108,2,Gakou Bakary,M,12.95,2021,LT
2023-2024,5,AB797D66,D00033,ANG3108,2,Salimata Rabi,F,9.28,2021,IA
2023-2024,5,AD173238,D00034,ANG3108,2,Coulibaly Vieux,M,9.38,2021,SRI
2023-2024,5,A79BA540,D00035,ANG3108,2,Touré Nouhou,M,5.14,2021,GC
2023-2024,5,A8B4172F,D00036,ANG3108,2,Yattabaye Sidi,M,0.0,2021,IS
2023-2024,5,A8BCF0CE,D00037,ANG3108,2,Fofana Sidi,M,8.03,2021,SRI
2023-2024,5,AE46C971,D00038,ANG3108,2,Coulibaly Hadja,F,0.0,2021,GC
2023-2024,5,AA44C855,D00039,ANG3108,2,Berg Zara,F,9.75,2021,LT
2023-2024,5,A30CD0CA,D00040,ANG3108,2,Yacouba Koudia,F,9.51,2021,IS
2023-2024,5,A02B5EB1,D00041,ANG3108,2,Cheick Ibrahim,M,5.3,2021,GL
2023-2024,5,AAF72B8A,D00042,ANG3108,2,Amadou Sali,F,6.0,2021,GC
2023-2024,5,A919EAF6,D00043,ANG3108,2,Bissikolo Nouhou,M,7.82,2021,GE
2023-2024,5,A37E4717,D00044,ANG3108,2,Alassane Mahamane,M,9.07,2021,GC
2023-2024,5,A08DA904,D00045,ANG3108,2,Bouna Djibril,M,4.06,2021,LT
2023-2024,5,A4133479,D00046,ANG3108,2,Kéita Fousseyni,M,9.4,2021,SRI
2023-2024,5,A51AC44A,D00047,ANG3108,2,Rahmatou Mahamadou,M,6.34,2021,IS
2023-2024,5,AD4C1105,D00048,ANG3108,2,Tandja Harouna,M,15.79,2021,GM
2023-2024,5,AE0EAC8D,D00049,ANG3108,2,Koné Alima,F,10.84,2021,GL
2023-2024,5,AA8CCB0A,D00050,ANG3108,2,Cheick Mahamadou,M,16.97,2021,IS
2023-2024,5,A4E61D78,D00051,ANG3108,2,Cissé Soumaïla,M,8.9,2021,GL
2023-2024,5,AB2ABC09,D00052,ANG3108,2,Diallo Habib,M,4.94,2021,GL
2023-2024,5,A285F134,D00053,ANG3108,2,Mahamadou Mamadou,M,13.38,2021,SRI
2023-2024,5,AAB29200,D00054,ANG3108,2,Ibrahim Sada,M,2.41,2021,GC
2023-2024,5,A3944EC3,D00055,ANG3108,2,Djité Fodé,M,7.64,2021,GL
2023-2024,5,A5B05F71,D00056,ANG3108,2,Younoussa Cheick,M,7.59,2021,IA
2023-2024,5,A782F98E,D00057,ANG3108,2,Bouna Tidjani,M,7.13,2021,IS
2023-2024,5,ACB58555,D00058,ANG3108,2,Zongo Ahou,F,2.79,2021,LT
2023-2024,5,AE760B9C,D00059,ANG3108,2,Alou Zouley,F,6.32,2021,IS
2023-2024,5,A1137429,D00060,ANG3108,2,Bâ Oumar,M,3.36,2021,SRI
2023-2024,5,A0497244,D00061,ANG3108,2,Oumar Brahima,M,10.89,2021,IS
2023-2024,5,A0D1E02C,D00062,ANG3108,2,Zongo Yacouba,M,11.98,2021,LT
2023-2024,5,AED669CD,D00063,ANG3108,2,Sissoko Younoussa,M,9.68,2021,SRI
2023-2024,5,ACACFC64,D00064,ANG3108,2,Younoussa Djibril,M,9.41,2021,LT
2023-2024,5,A7BBF0F7,D00065,ANG3108,2,Adama Zacharie,M,10.86,2021,GL
2023-2024,5,A9EA4892,D00066,ANG3108,2,Yattabaye Souleymane,M,10.99,2021,IS
2023-2024,5,A0E904C2,D00067,ANG3108,2,Fatoumata Soumaïla,M,10.04,2021,GE
2023-2024,5,ADBDEF92,D00068,ANG3108,2,Keita Yasmine,F,13.88,2021,LT
2023-2024,5,AFFD7107,D00069,ANG3108,2,Habib Mohamed,M,6.82,2021,IA
2023-2024,5,AFAB7DD9,D00070,ANG3108,2,Haidara Modibo,M,5.29,2021,GE
2023-2024,5,AF956813,D00071,ANG3108,2,Bintou Zénabou,F,5.56,2021,GM
2023-2024,5,A9BDCAE8,D00072,ANG3108,2,Habib Modibo,M,7.49,2021,GM
2023-2024,5,A2561A0A,D00073,ANG3108,2,Fatoumata Youssouf,M,9.33,2021,LT
2023-2024,5,AF8A02F6,D00074,ANG3108,2,Amadou Ousmane,M,14.64,2021,GC
2023-2024,5,A76C721F,D00075,ANG3108,2,Traoré Tidjani,M,3.81,2021,GC
2023-2024,5,A1C7CDFF,D00076,ANG3108,2,Salimata Amadou,M,5.49,2021,SRI
2023-2024,5,A7A94A2E,D00077,ANG3108,2,Zouma Sidi,M,8.46,2021,IS
2023-2024,5,A5611C36,D00078,ANG3108,2,Bamba Soumaïla,M,7.1,2021,GE
2023-2024,5,A5738114,D00079,ANG3108,2,Berg Karim,M,8.29,2021,GC
2023-2024,5,A7DD2F8B,D00080,ANG3108,2,Diabaté Fousseyni,M,12.76,2021,GM
2023-2024,5,AE9CBF9A,D00081,ANG3108,2,Djité Harouna,M,4.19,2021,GM
2023-2024,5,AA04B0E3,D00082,ANG3108,2,Gassama Salif,M,9.53,2021,IS
2023-2024,5,A9A4C46A,D00083,ANG3108,2,Rahmatou Zakari,M,7.11,2021,LT
2023-2024,5,A35BEA75,D00084,ANG3108,2,Awa Karim,M,11.55,2021,GM
2023-2024,5,A812BADD,D00085,ANG3108,2,Diallo Aïda,F,8.64,2021,GC
2023-2024,5,A5B58C61,D00086,ANG3108,2,Konaté Moussa,M,9.48,2021,IA
2023-2024,5,A4043361,D00087,ANG3108,2,Kassé Karim,M,4.63,2021,LT
2023-2024,5,A993CD3F,D00088,ANG3108,2,Tandja Lassana,M,10.01,2021,GL
2023-2024,5,AD27CFB5,D00089,ANG3108,2,Bissikolo Mamadou,M,4.27,2021,GC
2023-2024,5,A9AEE566,D00090,ANG3108,2,Gassama Zacharie,M,8.5,2021,GE
2023-2024,5,A26D9D2D,D00091,ANG3108,2,Bakary Fousseyni,M,9.13,2021,GC
2023-2024,5,A5EA4A12,D00092,ANG3108,2,Zoumana Zacharie,M,9.75,2021,GL
2023-2024,5,A7B0F094,D00093,ANG3108,2,Halima M'mah,F,12.62,2021,IA
2023-2024,5,AC617084,D00094,ANG3108,2,Nana Yacouba,M,5.39,2021,IS
2023-2024,5,A75F705B,D00095,ANG3108,2,Mamadou Moussa,M,7.23,2021,GE
2023-2024,5,AA75AA0D,D00096,ANG3108,2,Fatoumata Souleymane,M,9.74,2021,SRI
2023-2024,5,AF34A8E5,D00097,ANG3108,2,Halima Adama,M,7.91,2021,IS
2023-2024,5,AB4507E4,D00098,ANG3108,2,Kouriba Yacouba,M,10.61,2021,LT
2023-2024,5,A490C602,D00099,ANG3108,2,Sylla Oumar,M,8.63,2021,SRI
2023-2024,5,AB08769E,D00100,ANG3108,2,Habib Issa,M,8.32,2021,IA
2023-2024,5,A546B4C8,D00101,ANG3108,2,Nafissa Bakary,M,10.6,2021,GL
2023-2024,5,AA80E118,D00102,ANG3108,2,Adama Adama,M,10.41,2021,IA
2023-2024,5,A13BBF20,D00103,ANG3108,2,Hawa Lassana,M,6.36,2021,IS
2023-2024,5,A7092E2E,D00104,ANG3108,2,Aïcha Habib,M,6.88,2021,GE
2023-2024,5,A34EFD8D,D00105,ANG3108,2,Bouna Tidjani,M,10.98,2021,GM
2023-2024,5,A38621DF,D00106,ANG3108,2,Diarra Alhassane,M,7.72,2021,GC
2023-2024,5,A00A36D0,D00107,ANG3108,2,Mariam Yasmine,F,0.0,2021,SRI
2023-2024,5,A2E1DDB8,D00108,ANG3108,2,Tandja Boureima,M,5.89,2021,IS
2023-2024,5,A6DC42BD,D00109,ANG3108,2,Cissé Abdoulaye,M,5.36,2021,IS
2023-2024,5,A2D7182C,D00110,ANG3108,2,Kanté Modibo,M,0.0,2021,GM
2023-2024,5,AEB074E5,D00111,ANG3108,2,Yattabaye Youssouf,M,10.0,2021,LT
2023-2024,5,A30AC381,D00112,ANG3108,2,Alou Sada,M,10.66,2021,GM
2023-2024,5,A15A3D70,D00113,ANG3108,2,Dabo Zacharie,M,9.23,2021,IA
2023-2024,5,A6331619,D00114,ANG3108,2,Gano Issa,M,7.53,2021,LT
2023-2024,5,AC8093D6,D00115,ANG3108,2,Mamadou Fousseyni,M,6.41,2021,GE
2023-2024,5,AA5D2E50,D00116,ANG3108,2,Diarra Cheick,M,7.78,2021,GM
2023-2024,5,A06D39BD,D00117,ANG3108,2,Sata Nouhou,M,6.87,2021,GC
2023-2024,5,AF847A53,D00118,ANG3108,2,Traoré Oumou,F,13.38,2021,SRI
2023-2024,5,A9A2A172,D00119,ANG3108,2,Abdoulaye Mohamed,M,13.67,2021,GM
2023-2024,5,A228295E,D00120,ANG3108,2,Kanté Oumou,F,8.02,2021,SRI
2023-2024,5,A086351D,D00121,ANG3108,2,Alou Djénébou,F,9.17,2021,IS
2023-2024,5,A43A1824,D00122,ANG3108,2,Kassé Zacharie,M,11.75,2021,GC
2023-2024,5,A0C0DDE7,D00123,ANG3108,2,Oumou Abdoulaye,M,8.67,2021,GE
2023-2024,5,AA81A036,D00124,ANG3108,2,Salimata Salif,M,14.76,2021,GE
2023-2024,5,AFF37B5D,D00125,ANG3108,2,Kouyaté Elhadj,M,15.77,2021,GE
2023-2024,5,ADD43AA0,D00126,ANG3108,2,Koné Fatou,F,3.58,2021,SRI
2023-2024,5,AB153FAF,D00127,ANG3108,2,Boly Aïda,F,12.11,2021,GM
2023-2024,5,A4132D01,D00128,ANG3108,2,Souleymane Fousseyni,M,6.46,2021,IS
2023-2024,5,A795F08D,D00129,ANG3108,2,Hadja Fousseyni,M,10.81,2021,LT
2023-2024,5,A3D45B31,D00130,ANG3108,2,Diabaté Fousseyni,M,8.79,2021,GL
2023-2024,5,AD09F491,D00131,ANG3108,2,Traoré Adama,M,10.61,2021,GM
2023-2024,5,ACE2F696,D00132,ANG3108,2,Yattabaye Kassim,M,10.46,2021,GL
2023-2024,5,A1438CB0,D00133,ANG3108,2,Awa Djibril,M,9.68,2021,GE
2023-2024,5,A46EABDE,D00134,ANG3108,2,Abdoulaye Adama,M,9.78,2021,IA
2023-2024,5,A5A10349,D00135,ANG3108,2,Koné Abdoulaye,M,10.0,2021,IA
2023-2024,5,A71BA8F8,D00136,ANG3108,2,Sata Adama,M,6.89,2021,IS
2023-2024,5,A8AA355C,D00137,ANG3108,2,Haidara Kadiatou,F,13.44,2021,SRI
2023-2024,5,A88126E9,D00138,ANG3108,2,Fofana Nouhou,M,8.11,2021,GL
2023-2024,5,A59E941E,D00139,ANG3108,2,Kouyaté Mohamed,M,8.37,2021,GC
2023-2024,5,A4995984,D00140,ANG3108,2,Abdou Amadou,M,7.91,2021,GE
2023-2024,5,AF4FC05C,D00141,ANG3108,2,Kéita Abdoulaye,M,5.33,2021,GE
2023-2024,5,A48E8E86,D00142,ANG3108,2,Issa Tidjani,M,4.72,2021,GC
2023-2024,5,A53E2320,D00143,ANG3108,2,Gakou Tiécoura,M,14.75,2021,SRI
2023-2024,5,AE660EA2,D00144,ANG3108,2,Bamba Ousmane,M,3.09,2021,LT
2023-2024,5,AF509BF1,D00145,ANG3108,2,Bâ Mohamed,M,16.3,2021,IS
2023-2024,5,A3617E86,D00146,ANG3108,2,Sylla Mamane,M,9.95,2021,GM
2023-2024,5,ADAE2CC3,D00147,ANG3108,2,Diallo Zacharie,M,7.36,2021,GC
2023-2024,5,ACDA72A0,D00148,ANG3108,2,Amadou Adama,M,9.69,2021,SRI
2023-2024,5,A1736DCC,D00149,ANG3108,2,Adama Daouda,M,5.47,2021,GL
2023-2024,5,A5331002,D00150,ANG3108,2,Amadou Soumaïla,M,4.13,2021,GL
2023-2024,5,AF840F4C,D00001,BIO3109,4,Moussa Abdou,M,12.04,2021,IA
2023-2024,5,AA650CA0,D00002,BIO3109,4,Bouna Bakary,M,7.53,2021,LT
2023-2024,5,AC004C6C,D00003,BIO3109,4,Aminata Bakary,M,9.45,2021,LT
2023-2024,5,A524A0A6,D00004,BIO3109,4,Sissoko Yacouba,M,20.0,2021,IS
2023-2024,5,AA3491EF,D00005,BIO3109,4,Tandja Oumar,M,15.26,2021,IA
2023-2024,5,A552D693,D00006,BIO3109,4,Karim Koudia,F,14.04,2021,GM
2023-2024,5,A7642124,D00007,BIO3109,4,Habib Issa,M,9.75,2021,IA
2023-2024,5,A1B64777,D00008,BIO3109,4,Sidibé Yasmine,F,10.2,2021,GL
2023-2024,5,A5A2A767,D00009,BIO3109,4,Lala Mamadou,M,10.54,2021,IA
2023-2024,5,A4FF27FD,D00010,BIO3109,4,Fofana Mahamadou,M,1.05,2021,GM
2023-2024,5,A729779F,D00011,BIO3109,4,Diarra Lamine,M,8.79,2021,GC
2023-2024,5,A0A66D46,D00012,BIO3109,4,Zouma Salif,M,8.55,2021,LT
2023-2024,5,A8EF20C1,D00013,BIO3109,4,Lala Yacouba,M,5.6,2021,SRI
2023-2024,5,AB09B2BA,D00014,BIO3109,4,Mata Ibrahim,M,16.87,2021,SRI
2023-2024,5,AB76267B,D00015,BIO3109,4,Zacharie Tidjani,M,10.68,2021,GE
2023-2024,5,A34527B3,D00016,BIO3109,4,Diallo Yacouba,M,7.4,2021,SRI
2023-2024,5,A213B266,D00017,BIO3109,4,Yacouba Issa,M,14.13,2021,GM
2023-2024,5,AD3C2E5F,D00018,BIO3109,4,Bogolan Younoussa,M,7.35,2021,LT
2023-2024,5,A6F92D6F,D00019,BIO3109,4,Lala Abdou,M,5.52,2021,GC
2023-2024,5,AB4636C6,D00020,BIO3109,4,Bamba Fousseyni,M,13.19,2021,GC
2023-2024,5,A098A1A9,D00021,BIO3109,4,Berg Daouda,M,20.0,2021,GE
2023-2024,5,A22A96FA,D00022,BIO3109,4,Zouma Youssouf,M,14.22,2021,LT
2023-2024,5,A5E30259,D00023,BIO3109,4,Alassane Lassana,M,11.06,2021,IA
2023-2024,5,AD3F9983,D00024,BIO3109,4,Konaté Assa,F,10.52,2021,SRI
2023-2024,5,A5407A4D,D00025,BIO3109,4,Wagaté Oumar,M,9.69,2021,GE
2023-2024,5,A0E36345,D00026,BIO3109,4,Souleymane Lassana,M,16.91,2021,GE
2023-2024,5,A5C6D043,D00027,BIO3109,4,Lassana Rabi,F,18.25,2021,GL
2023-2024,5,AD701298,D00028,BIO3109,4,Souleymane Mamadou,M,15.51,2021,GM
2023-2024,5,A1DF544C,D00029,BIO3109,4,Gakou Sidi,M,16.4,2021,LT
2023-2024,5,A77D1CA8,D00030,BIO3109,4,Amadou Abdoulaye,M,7.85,2021,GE
2023-2024,5,A5031891,D00031,BIO3109,4,Berg Mahamane,M,14.12,2021,IS
2023-2024,5,A1BB105D,D00032,BIO3109,4,Gakou Bakary,M,12.18,2021,LT
2023-2024,5,AB797D66,D00033,BIO3109,4,Salimata Rabi,F,14.71,2021,IA
2023-2024,5,AD173238,D00034,BIO3109,4,Coulibaly Vieux,M,12.11,2021,SRI
2023-2024,5,A79BA540,D00035,BIO3109,4,Touré Nouhou,M,8.07,2021,GC
2023-2024,5,A8B4172F,D00036,BIO3109,4,Yattabaye Sidi,M,6.27,2021,IS
2023-2024,5,A8BCF0CE,D00037,BIO3109,4,Fofana Sidi,M,16.21,2021,SRI
2023-2024,5,AE46C971,D00038,BIO3109,4,Coulibaly Hadja,F,8.67,2021,GC
2023-2024,5,AA44C855,D00039,BIO3109,4,Berg Zara,F,14.77,2021,LT
2023-2024,5,A30CD0CA,D00040,BIO3109,4,Yacouba Koudia,F,16.05,2021,IS
2023-2024,5,A02B5EB1,D00041,BIO3109,4,Cheick Ibrahim,M,18.1,2021,GL
2023-2024,5,AAF72B8A,D00042,BIO3109,4,Amadou Sali,F,14.33,2021,GC
2023-2024,5,A919EAF6,D00043,BIO3109,4,Bissikolo Nouhou,M,17.13,2021,GE
2023-2024,5,A37E4717,D00044,BIO3109,4,Alassane Mahamane,M,10.92,2021,GC
2023-2024,5,A08DA904,D00045,BIO3109,4,Bouna Djibril,M,8.41,2021,LT
2023-2024,5,A4133479,D00046,BIO3109,4,Kéita Fousseyni,M,12.03,2021,SRI
2023-2024,5,A51AC44A,D00047,BIO3109,4,Rahmatou Mahamadou,M,7.94,2021,IS
2023-2024,5,AD4C1105,D00048,BIO3109,4,Tandja Harouna,M,16.84,2021,GM
2023-2024,5,AE0EAC8D,D00049,BIO3109,4,Koné Alima,F,12.29,2021,GL
2023-2024,5,AA8CCB0A,D00050,BIO3109,4,Cheick Mahamadou,M,20.0,2021,IS
2023-2024,5,A4E61D78,D00051,BIO3109,4,Cissé Soumaïla,M,13.14,2021,GL
2023-2024,5,AB2ABC09,D00052,BIO3109,4,Diallo Habib,M,10.31,2021,GL
2023-2024,5,A285F134,D00053,BIO3109,4,Mahamadou Mamadou,M,8.65,2021,SRI
2023-2024,5,AAB29200,D00054,BIO3109,4,Ibrahim Sada,M,18.22,2021,GC
2023-2024,5,A3944EC3,D00055,BIO3109,4,Djité Fodé,M,7.63,2021,GL
2023-2024,5,A5B05F71,D00056,BIO3109,4,Younoussa Cheick,M,12.66,2021,IA
2023-2024,5,A782F98E,D00057,BIO3109,4,Bouna Tidjani,M,18.79,2021,IS
2023-2024,5,ACB58555,D00058,BIO3109,4,Zongo Ahou,F,12.63,2021,LT
2023-2024,5,AE760B9C,D00059,BIO3109,4,Alou Zouley,F,5.91,2021,IS
2023-2024,5,A1137429,D00060,BIO3109,4,Bâ Oumar,M,8.17,2021,SRI
2023-2024,5,A0497244,D00061,BIO3109,4,Oumar Brahima,M,13.89,2021,IS
2023-2024,5,A0D1E02C,D00062,BIO3109,4,Zongo Yacouba,M,13.53,2021,LT
2023-2024,5,AED669CD,D00063,BIO3109,4,Sissoko Younoussa,M,18.07,2021,SRI
2023-2024,5,ACACFC64,D00064,BIO3109,4,Younoussa Djibril,M,14.19,2021,LT
2023-2024,5,A7BBF0F7,D00065,BIO3109,4,Adama Zacharie,M,15.19,2021,GL
2023-2024,5,A9EA4892,D00066,BIO3109,4,Yattabaye Souleymane,M,8.54,2021,IS
2023-2024,5,A0E904C2,D00067,BIO3109,4,Fatoumata Soumaïla,M,18.84,2021,GE
2023-2024,5,ADBDEF92,D00068,BIO3109,4,Keita Yasmine,F,9.97,2021,LT
2023-2024,5,AFFD7107,D00069,BIO3109,4,Habib Mohamed,M,11.73,2021,IA
2023-2024,5,AFAB7DD9,D00070,BIO3109,4,Haidara Modibo,M,9.62,2021,GE
2023-2024,5,AF956813,D00071,BIO3109,4,Bintou Zénabou,F,20.0,2021,GM
2023-2024,5,A9BDCAE8,D00072,BIO3109,4,Habib Modibo,M,18.5,2021,GM
2023-2024,5,A2561A0A,D00073,BIO3109,4,Fatoumata Youssouf,M,12.9,2021,LT
2023-2024,5,AF8A02F6,D00074,BIO3109,4,Amadou Ousmane,M,11.15,2021,GC
2023-2024,5,A76C721F,D00075,BIO3109,4,Traoré Tidjani,M,7.21,2021,GC
2023-2024,5,A1C7CDFF,D00076,BIO3109,4,Salimata Amadou,M,14.06,2021,SRI
2023-2024,5,A7A94A2E,D00077,BIO3109,4,Zouma Sidi,M,17.08,2021,IS
2023-2024,5,A5611C36,D00078,BIO3109,4,Bamba Soumaïla,M,15.51,2021,GE
2023-2024,5,A5738114,D00079,BIO3109,4,Berg Karim,M,14.18,2021,GC
2023-2024,5,A7DD2F8B,D00080,BIO3109,4,Diabaté Fousseyni,M,17.7,2021,GM
2023-2024,5,AE9CBF9A,D00081,BIO3109,4,Djité Harouna,M,4.02,2021,GM
2023-2024,5,AA04B0E3,D00082,BIO3109,4,Gassama Salif,M,11.34,2021,IS
2023-2024,5,A9A4C46A,D00083,BIO3109,4,Rahmatou Zakari,M,13.05,2021,LT
2023-2024,5,A35BEA75,D00084,BIO3109,4,Awa Karim,M,9.74,2021,GM
2023-2024,5,A812BADD,D00085,BIO3109,4,Diallo Aïda,F,9.14,2021,GC
2023-2024,5,A5B58C61,D00086,BIO3109,4,Konaté Moussa,M,6.79,2021,IA
2023-2024,5,A4043361,D00087,BIO3109,4,Kassé Karim,M,14.89,2021,LT
2023-2024,5,A993CD3F,D00088,BIO3109,4,Tandja Lassana,M,10.44,2021,GL
2023-2024,5,AD27CFB5,D00089,BIO3109,4,Bissikolo Mamadou,M,12.68,2021,GC
2023-2024,5,A9AEE566,D00090,BIO3109,4,Gassama Zacharie,M,6.49,2021,GE
2023-2024,5,A26D9D2D,D00091,BIO3109,4,Bakary Fousseyni,M,14.37,2021,GC
2023-2024,5,A5EA4A12,D00092,BIO3109,4,Zoumana Zacharie,M,11.91,2021,GL
2023-2024,5,A7B0F094,D00093,BIO3109,4,Halima M'mah,F,15.34,2021,IA
2023-2024,5,AC617084,D00094,BIO3109,4,Nana Yacouba,M,9.14,2021,IS
2023-2024,5,A75F705B,D00095,BIO3109,4,Mamadou Moussa,M,12.76,2021,GE
2023-2024,5,AA75AA0D,D00096,BIO3109,4,Fatoumata Souleymane,M,10.35,2021,SRI
2023-2024,5,AF34A8E5,D00097,BIO3109,4,Halima Adama,M,11.85,2021,IS
2023-2024,5,AB4507E4,D00098,BIO3109,4,Kouriba Yacouba,M,11.14,2021,LT
2023-2024,5,A490C602,D00099,BIO3109,4,Sylla Oumar,M,11.35,2021,SRI
2023-2024,5,AB08769E,D00100,BIO3109,4,Habib Issa,M,14.42,2021,IA
2023-2024,5,A546B4C8,D00101,BIO3109,4,Nafissa Bakary,M,8.83,2021,GL
2023-2024,5,AA80E118,D00102,BIO3109,4,Adama Adama,M,11.94,2021,IA
2023-2024,5,A13BBF20,D00103,BIO3109,4,Hawa Lassana,M,12.78,2021,IS
2023-2024,5,A7092E2E,D00104,BIO3109,4,Aïcha Habib,M,14.59,2021,GE
2023-2024,5,A34EFD8D,D00105,BIO3109,4,Bouna Tidjani,M,14.73,2021,GM
2023-2024,5,A38621DF,D00106,BIO3109,4,Diarra Alhassane,M,6.54,2021,GC
2023-2024,5,A00A36D0,D00107,BIO3109,4,Mariam Yasmine,F,8.22,2021,SRI
2023-2024,5,A2E1DDB8,D00108,BIO3109,4,Tandja Boureima,M,14.11,2021,IS
2023-2024,5,A6DC42BD,D00109,BIO3109,4,Cissé Abdoulaye,M,5.1,2021,IS
2023-2024,5,A2D7182C,D00110,BIO3109,4,Kanté Modibo,M,1.43,2021,GM
2023-2024,5,AEB074E5,D00111,BIO3109,4,Yattabaye Youssouf,M,13.54,2021,LT
2023-2024,5,A30AC381,D00112,BIO3109,4,Alou Sada,M,13.02,2021,GM
2023-2024,5,A15A3D70,D00113,BIO3109,4,Dabo Zacharie,M,5.34,2021,IA
2023-2024,5,A6331619,D00114,BIO3109,4,Gano Issa,M,14.35,2021,LT
2023-2024,5,AC8093D6,D00115,BIO3109,4,Mamadou Fousseyni,M,12.78,2021,GE
2023-2024,5,AA5D2E50,D00116,BIO3109,4,Diarra Cheick,M,2.55,2021,GM
2023-2024,5,A06D39BD,D00117,BIO3109,4,Sata Nouhou,M,9.9,2021,GC
2023-2024,5,AF847A53,D00118,BIO3109,4,Traoré Oumou,F,11.85,2021,SRI
2023-2024,5,A9A2A172,D00119,BIO3109,4,Abdoulaye Mohamed,M,5.6,2021,GM
2023-2024,5,A228295E,D00120,BIO3109,4,Kanté Oumou,F,16.56,2021,SRI
2023-2024,5,A086351D,D00121,BIO3109,4,Alou Djénébou,F,16.33,2021,IS
2023-2024,5,A43A1824,D00122,BIO3109,4,Kassé Zacharie,M,15.67,2021,GC
2023-2024,5,A0C0DDE7,D00123,BIO3109,4,Oumou Abdoulaye,M,6.55,2021,GE
2023-2024,5,AA81A036,D00124,BIO3109,4,Salimata Salif,M,14.95,2021,GE
